,addr,response
0,79.114.176.208:84,Connection refused
1,79.114.176.208:84,Connection refused
2,79.114.176.208:84,Connection refused
0,118.189.42.211:84,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<ResponseStatus version=""1.0"" xmlns=""http://www.hikvision.com/ver20/XMLSchema"">
<requestURL>/ISAPI/Security/sessionLogin</requestURL>
<statusCode>6</statusCode>
<statusString>Invalid XML Content</statusString>
<subStatusCode>badXmlContent</subStatusCode>
</ResponseStatus>
"
1,118.189.42.211:84,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<ResponseStatus version=""1.0"" xmlns=""http://www.hikvision.com/ver20/XMLSchema"">
<requestURL>/ISAPI/Security/sessionLogin</requestURL>
<statusCode>6</statusCode>
<statusString>Invalid XML Content</statusString>
<subStatusCode>badXmlContent</subStatusCode>
</ResponseStatus>
"
2,118.189.42.211:84,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<ResponseStatus version=""1.0"" xmlns=""http://www.hikvision.com/ver20/XMLSchema"">
<requestURL>/ISAPI/Security/sessionLogin</requestURL>
<statusCode>6</statusCode>
<statusString>Invalid XML Content</statusString>
<subStatusCode>badXmlContent</subStatusCode>
</ResponseStatus>
"
0,109.109.147.106:84,Connection refused
1,109.109.147.106:84,Connection refused
2,109.109.147.106:84,Connection refused
0,59.149.239.98:84,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<ResponseStatus version=""1.0"" xmlns=""urn:psialliance-org"">
<requestURL>/ISAPI/Security/sessionLogin</requestURL>
<statusCode>6</statusCode>
<statusString>Invalid XML Content</statusString>
<subStatusCode>badXmlContent</subStatusCode>
</ResponseStatus>
"
1,59.149.239.98:84,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<ResponseStatus version=""1.0"" xmlns=""urn:psialliance-org"">
<requestURL>/ISAPI/Security/sessionLogin</requestURL>
<statusCode>6</statusCode>
<statusString>Invalid XML Content</statusString>
<subStatusCode>badXmlContent</subStatusCode>
</ResponseStatus>
"
2,59.149.239.98:84,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<ResponseStatus version=""1.0"" xmlns=""urn:psialliance-org"">
<requestURL>/ISAPI/Security/sessionLogin</requestURL>
<statusCode>6</statusCode>
<statusString>Invalid XML Content</statusString>
<subStatusCode>badXmlContent</subStatusCode>
</ResponseStatus>
"
0,114.32.142.12:84,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<ResponseStatus version=""1.0"" xmlns=""http://www.hikvision.com/ver20/XMLSchema"">
<requestURL>/ISAPI/Security/sessionLogin</requestURL>
<statusCode>6</statusCode>
<statusString>Invalid XML Content</statusString>
<subStatusCode>badXmlContent</subStatusCode>
</ResponseStatus>
"
1,114.32.142.12:84,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<ResponseStatus version=""1.0"" xmlns=""http://www.hikvision.com/ver20/XMLSchema"">
<requestURL>/ISAPI/Security/sessionLogin</requestURL>
<statusCode>6</statusCode>
<statusString>Invalid XML Content</statusString>
<subStatusCode>badXmlContent</subStatusCode>
</ResponseStatus>
"
2,114.32.142.12:84,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<ResponseStatus version=""1.0"" xmlns=""http://www.hikvision.com/ver20/XMLSchema"">
<requestURL>/ISAPI/Security/sessionLogin</requestURL>
<statusCode>6</statusCode>
<statusString>Invalid XML Content</statusString>
<subStatusCode>badXmlContent</subStatusCode>
</ResponseStatus>
"
