,addr,response
0,112.66.177.145:83,Connection refused
1,112.66.177.145:83,Connection refused
2,112.66.177.145:83,Connection refused
3,112.66.177.145:83,Connection refused
4,112.66.177.145:83,Connection refused
5,112.66.177.145:83,Connection refused
6,112.66.177.145:83,Connection refused
7,112.66.177.145:83,Connection refused
8,112.66.177.145:83,Connection refused
9,112.66.177.145:83,Connection refused
10,112.66.177.145:83,Connection refused
11,112.66.177.145:83,Connection refused
12,112.66.177.145:83,Connection refused
13,112.66.177.145:83,Connection refused
14,112.66.177.145:83,Connection refused
15,112.66.177.145:83,Connection refused
16,112.66.177.145:83,Connection refused
17,112.66.177.145:83,Connection refused
18,112.66.177.145:83,Connection refused
19,112.66.177.145:83,Connection refused
0,200.91.202.66:83,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<userCheck>
<statusValue>401</statusValue>
<statusString>Unauthorized</statusString>
<lockStatus>unlock</lockStatus>
<unlockTime>0</unlockTime>
<retryLoginTime>6</retryLoginTime>
</userCheck>"
1,200.91.202.66:83,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<userCheck>
<statusValue>401</statusValue>
<statusString>Unauthorized</statusString>
<lockStatus>unlock</lockStatus>
<unlockTime>0</unlockTime>
<retryLoginTime>5</retryLoginTime>
</userCheck>"
2,200.91.202.66:83,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<userCheck>
<statusValue>401</statusValue>
<statusString>Unauthorized</statusString>
<lockStatus>unlock</lockStatus>
<unlockTime>0</unlockTime>
<retryLoginTime>4</retryLoginTime>
</userCheck>"
3,200.91.202.66:83,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<userCheck>
<statusValue>401</statusValue>
<statusString>Unauthorized</statusString>
<lockStatus>unlock</lockStatus>
<unlockTime>0</unlockTime>
<retryLoginTime>3</retryLoginTime>
</userCheck>"
4,200.91.202.66:83,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<userCheck>
<statusValue>401</statusValue>
<statusString>Unauthorized</statusString>
<lockStatus>unlock</lockStatus>
<unlockTime>0</unlockTime>
<retryLoginTime>2</retryLoginTime>
</userCheck>"
5,200.91.202.66:83,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<userCheck>
<statusValue>401</statusValue>
<statusString>Unauthorized</statusString>
<lockStatus>unlock</lockStatus>
<unlockTime>0</unlockTime>
<retryLoginTime>1</retryLoginTime>
</userCheck>"
6,200.91.202.66:83,"<?xml version=""1.0"" encoding=""UTF-8"" ?>
<userCheck>
<statusValue>401</statusValue>
<statusString>Unauthorized</statusString>
<lockStatus>lock</lockStatus>
<unlockTime>1800</unlockTime>
<retryLoginTime>0</retryLoginTime>
</userCheck>"
