,addr,response
0,54.184.242.201:80,Connection refused
1,54.184.242.201:80,Connection refused
2,54.184.242.201:80,Connection refused
3,54.184.242.201:80,Connection refused
4,54.184.242.201:80,Connection refused
5,54.184.242.201:80,Connection refused
6,54.184.242.201:80,Connection refused
7,54.184.242.201:80,Connection refused
8,54.184.242.201:80,Connection refused
9,54.184.242.201:80,Connection refused
10,54.184.242.201:80,Connection refused
11,54.184.242.201:80,Connection refused
12,54.184.242.201:80,Connection refused
13,54.184.242.201:80,Connection refused
14,54.184.242.201:80,Connection refused
15,54.184.242.201:80,Connection refused
16,54.184.242.201:80,Connection refused
17,54.184.242.201:80,Connection refused
18,54.184.242.201:80,Connection refused
19,54.184.242.201:80,Connection refused
20,54.184.242.201:80,Connection refused
21,54.184.242.201:80,Connection refused
22,54.184.242.201:80,Connection refused
23,54.184.242.201:80,Connection refused
24,54.184.242.201:80,Connection refused
25,54.184.242.201:80,Connection refused
26,54.184.242.201:80,Connection refused
27,54.184.242.201:80,Connection refused
28,54.184.242.201:80,Connection refused
29,54.184.242.201:80,Connection refused
30,54.184.242.201:80,Connection refused
31,54.184.242.201:80,Connection refused
32,54.184.242.201:80,Connection refused
33,54.184.242.201:80,Connection refused
34,54.184.242.201:80,Connection refused
35,54.184.242.201:80,Connection refused
36,54.184.242.201:80,Connection refused
37,54.184.242.201:80,Connection refused
38,54.184.242.201:80,Connection refused
39,54.184.242.201:80,Connection refused
40,54.184.242.201:80,Connection refused
41,54.184.242.201:80,Connection refused
42,54.184.242.201:80,Connection refused
43,54.184.242.201:80,Connection refused
44,54.184.242.201:80,Connection refused
45,54.184.242.201:80,Connection refused
46,54.184.242.201:80,Connection refused
47,54.184.242.201:80,Connection refused
48,54.184.242.201:80,Connection refused
49,54.184.242.201:80,Connection refused
50,54.184.242.201:80,Connection refused
51,54.184.242.201:80,Connection refused
52,54.184.242.201:80,Connection refused
53,54.184.242.201:80,Connection refused
54,54.184.242.201:80,Connection refused
55,54.184.242.201:80,Connection refused
56,54.184.242.201:80,Connection refused
57,54.184.242.201:80,Connection refused
58,54.184.242.201:80,Connection refused
59,54.184.242.201:80,Connection refused
0,54.176.66.194:80,Connection refused
1,54.176.66.194:80,Connection refused
2,54.176.66.194:80,Connection refused
3,54.176.66.194:80,Connection refused
4,54.176.66.194:80,Connection refused
5,54.176.66.194:80,Connection refused
6,54.176.66.194:80,Connection refused
7,54.176.66.194:80,Connection refused
8,54.176.66.194:80,Connection refused
9,54.176.66.194:80,Connection refused
10,54.176.66.194:80,Connection refused
11,54.176.66.194:80,Connection refused
12,54.176.66.194:80,Connection refused
13,54.176.66.194:80,Connection refused
14,54.176.66.194:80,Connection refused
15,54.176.66.194:80,Connection refused
16,54.176.66.194:80,Connection refused
17,54.176.66.194:80,Connection refused
18,54.176.66.194:80,Connection refused
19,54.176.66.194:80,Connection refused
20,54.176.66.194:80,Connection refused
21,54.176.66.194:80,Connection refused
22,54.176.66.194:80,Connection refused
23,54.176.66.194:80,Connection refused
24,54.176.66.194:80,Connection refused
25,54.176.66.194:80,Connection refused
26,54.176.66.194:80,Connection refused
27,54.176.66.194:80,Connection refused
28,54.176.66.194:80,Connection refused
29,54.176.66.194:80,Connection refused
30,54.176.66.194:80,Connection refused
31,54.176.66.194:80,Connection refused
32,54.176.66.194:80,Connection refused
33,54.176.66.194:80,Connection refused
34,54.176.66.194:80,Connection refused
35,54.176.66.194:80,Connection refused
36,54.176.66.194:80,Connection refused
37,54.176.66.194:80,Connection refused
38,54.176.66.194:80,Connection refused
39,54.176.66.194:80,Connection refused
40,54.176.66.194:80,Connection refused
41,54.176.66.194:80,Connection refused
42,54.176.66.194:80,Connection refused
43,54.176.66.194:80,Connection refused
44,54.176.66.194:80,Connection refused
45,54.176.66.194:80,Connection refused
46,54.176.66.194:80,Connection refused
47,54.176.66.194:80,Connection refused
48,54.176.66.194:80,Connection refused
49,54.176.66.194:80,Connection refused
50,54.176.66.194:80,Connection refused
51,54.176.66.194:80,Connection refused
52,54.176.66.194:80,Connection refused
53,54.176.66.194:80,Connection refused
54,54.176.66.194:80,Connection refused
