,addr,response
0,18.194.1.113:8080,Connection refused
1,18.194.1.113:8080,Connection refused
2,18.194.1.113:8080,Connection refused
3,18.194.1.113:8080,Connection refused
4,18.194.1.113:8080,Connection refused
5,18.194.1.113:8080,Connection refused
6,18.194.1.113:8080,Connection refused
7,18.194.1.113:8080,Connection refused
8,18.194.1.113:8080,Connection refused
9,18.194.1.113:8080,Connection refused
10,18.194.1.113:8080,Connection refused
11,18.194.1.113:8080,Connection refused
12,18.194.1.113:8080,Connection refused
13,18.194.1.113:8080,Connection refused
14,18.194.1.113:8080,Connection refused
15,18.194.1.113:8080,Connection refused
16,18.194.1.113:8080,Connection refused
17,18.194.1.113:8080,Connection refused
18,18.194.1.113:8080,Connection refused
19,18.194.1.113:8080,Connection refused
20,18.194.1.113:8080,Connection refused
21,18.194.1.113:8080,Connection refused
22,18.194.1.113:8080,Connection refused
23,18.194.1.113:8080,Connection refused
24,18.194.1.113:8080,Connection refused
25,18.194.1.113:8080,Connection refused
26,18.194.1.113:8080,Connection refused
27,18.194.1.113:8080,Connection refused
28,18.194.1.113:8080,Connection refused
29,18.194.1.113:8080,Connection refused
30,18.194.1.113:8080,Connection refused
31,18.194.1.113:8080,Connection refused
32,18.194.1.113:8080,Connection refused
33,18.194.1.113:8080,Connection refused
34,18.194.1.113:8080,Connection refused
35,18.194.1.113:8080,Connection refused
36,18.194.1.113:8080,Connection refused
37,18.194.1.113:8080,Connection refused
38,18.194.1.113:8080,Connection refused
39,18.194.1.113:8080,Connection refused
40,18.194.1.113:8080,Connection refused
41,18.194.1.113:8080,Connection refused
42,18.194.1.113:8080,Connection refused
43,18.194.1.113:8080,Connection refused
44,18.194.1.113:8080,Connection refused
45,18.194.1.113:8080,Connection refused
46,18.194.1.113:8080,Connection refused
47,18.194.1.113:8080,Connection refused
48,18.194.1.113:8080,Connection refused
49,18.194.1.113:8080,Connection refused
50,18.194.1.113:8080,Connection refused
51,18.194.1.113:8080,Connection refused
52,18.194.1.113:8080,Connection refused
53,18.194.1.113:8080,Connection refused
54,18.194.1.113:8080,Connection refused
55,18.194.1.113:8080,Connection refused
56,18.194.1.113:8080,Connection refused
57,18.194.1.113:8080,Connection refused
58,18.194.1.113:8080,Connection refused
59,18.194.1.113:8080,Connection refused
0,54.212.44.22:8080,Connection refused
1,54.212.44.22:8080,Connection refused
2,54.212.44.22:8080,Connection refused
3,54.212.44.22:8080,Connection refused
4,54.212.44.22:8080,Connection refused
5,54.212.44.22:8080,Connection refused
6,54.212.44.22:8080,Connection refused
7,54.212.44.22:8080,Connection refused
8,54.212.44.22:8080,Connection refused
9,54.212.44.22:8080,Connection refused
10,54.212.44.22:8080,Connection refused
11,54.212.44.22:8080,Connection refused
12,54.212.44.22:8080,Connection refused
13,54.212.44.22:8080,Connection refused
14,54.212.44.22:8080,Connection refused
15,54.212.44.22:8080,Connection refused
16,54.212.44.22:8080,Connection refused
17,54.212.44.22:8080,Connection refused
18,54.212.44.22:8080,Connection refused
19,54.212.44.22:8080,Connection refused
20,54.212.44.22:8080,Connection refused
21,54.212.44.22:8080,Connection refused
22,54.212.44.22:8080,Connection refused
23,54.212.44.22:8080,Connection refused
24,54.212.44.22:8080,Connection refused
25,54.212.44.22:8080,Connection refused
26,54.212.44.22:8080,Connection refused
27,54.212.44.22:8080,Connection refused
28,54.212.44.22:8080,Connection refused
29,54.212.44.22:8080,Connection refused
30,54.212.44.22:8080,Connection refused
31,54.212.44.22:8080,Connection refused
32,54.212.44.22:8080,Connection refused
33,54.212.44.22:8080,Connection refused
34,54.212.44.22:8080,Connection refused
35,54.212.44.22:8080,Connection refused
36,54.212.44.22:8080,Connection refused
37,54.212.44.22:8080,Connection refused
38,54.212.44.22:8080,Connection refused
39,54.212.44.22:8080,Connection refused
40,54.212.44.22:8080,Connection refused
41,54.212.44.22:8080,Connection refused
42,54.212.44.22:8080,Connection refused
43,54.212.44.22:8080,Connection refused
44,54.212.44.22:8080,Connection refused
45,54.212.44.22:8080,Connection refused
46,54.212.44.22:8080,Connection refused
47,54.212.44.22:8080,Connection refused
48,54.212.44.22:8080,Connection refused
49,54.212.44.22:8080,Connection refused
50,54.212.44.22:8080,Connection refused
51,54.212.44.22:8080,Connection refused
52,54.212.44.22:8080,Connection refused
53,54.212.44.22:8080,Connection refused
54,54.212.44.22:8080,Connection refused
55,54.212.44.22:8080,Connection refused
56,54.212.44.22:8080,Connection refused
57,54.212.44.22:8080,Connection refused
58,54.212.44.22:8080,Connection refused
59,54.212.44.22:8080,Connection refused
0,52.37.171.120:8080,Connection refused
1,52.37.171.120:8080,Connection refused
2,52.37.171.120:8080,Connection refused
3,52.37.171.120:8080,Connection refused
4,52.37.171.120:8080,Connection refused
5,52.37.171.120:8080,Connection refused
6,52.37.171.120:8080,Connection refused
7,52.37.171.120:8080,Connection refused
8,52.37.171.120:8080,Connection refused
9,52.37.171.120:8080,Connection refused
10,52.37.171.120:8080,Connection refused
11,52.37.171.120:8080,Connection refused
12,52.37.171.120:8080,Connection refused
13,52.37.171.120:8080,Connection refused
14,52.37.171.120:8080,Connection refused
15,52.37.171.120:8080,Connection refused
16,52.37.171.120:8080,Connection refused
17,52.37.171.120:8080,Connection refused
18,52.37.171.120:8080,Connection refused
19,52.37.171.120:8080,Connection refused
20,52.37.171.120:8080,Connection refused
21,52.37.171.120:8080,Connection refused
22,52.37.171.120:8080,Connection refused
23,52.37.171.120:8080,Connection refused
24,52.37.171.120:8080,Connection refused
25,52.37.171.120:8080,Connection refused
26,52.37.171.120:8080,Connection refused
